Quantity,LineItemID,TransactionID,SKU,TaxCodeID,OriginalUnitPrice,DiscountAmount,
1,25605,1004129,9381,$2.,$67.28,$0 ,
1,25612,1004130,9381,$2.,$67.9,$0 ,
1,25859,1004163,9381,$2.,$68.62,$0 ,
1,25948,1004177,9381,$2.,$69.23,$0 ,
1,26243,1004224,9381,$2.,$67.61,$0 ,
1,26298,1004234,9381,$2.,$67.78,$0 ,
1,26490,1004269,9381,$2.,$68.19,$0 ,
1,26738,1004306,9381,$2.,$67.9,$0 ,
1,26839,1004325,9381,$2.,$67.31,$0 ,
1,26970,1004349,9381,$2.,$67.88,$0 ,
1,26976,1004350,9381,$2.,$68.6,$0 ,
1,27055,1004361,9381,$2.,$69.08,$0 ,
1,27231,1004386,9381,$2.,$69.17,$0 ,
1,27346,1004409,9381,$2.,$68.36,$0 ,
1,27352,1004411,9381,$2.,$68.22,$0 ,
1,27519,1004438,9381,$2.,$67.63,$0 ,
1,27716,1004470,9381,$2.,$68.36,$0 ,
1,27720,1004471,9381,$2.,$67.92,$0 ,
1,27876,1004494,9381,$2.,$68.81,$0 ,
1,27908,1004499,9381,$2.,$69.37,$0 ,
1,27952,1004508,9381,$2.,$68.73,$0 ,
1,27996,1004514,9381,$2.,$67.38,$0 ,
1,28073,1004528,9381,$2.,$67.34,$0 ,
1,28153,1004542,9381,$2.,$68.85,$0 ,
1,28179,1004548,9381,$2.,$68.12,$0 ,
1,28501,1004597,9381,$2.,$68.18,$0 ,
1,29275,1004714,9381,$2.,$69.35,$0 ,
1,29330,1004721,9381,$2.,$68.38,$0 ,
1,29335,1004722,9381,$2.,$67.67,$0 ,
1,29506,1004759,9381,$2.,$67.34,$0 ,
1,29667,1004784,9381,$2.,$67.31,$0 ,
1,29696,1004789,9381,$2.,$68.96,$0 ,
1,30138,1004854,9381,$2.,$67.53,$0 ,
1,30171,1004859,9381,$2.,$69.5,$0 ,
1,30487,1004911,9381,$2.,$69.31,$0 ,
1,30749,1004948,9381,$2.,$69.22,$0 ,
1,30781,1004951,9381,$2.,$68.6,$0 ,
1,30806,1004957,9381,$2.,$67.51,$0 ,
1,30934,1004981,9381,$2.,$69.09,$0 ,
1,31501,1005072,9381,$2.,$67.82,$0 ,
1,31546,1005080,9381,$2.,$69.4,$0 ,
1,31731,1005118,9381,$2.,$67.68,$0 ,
1,31877,1005140,9381,$2.,$67.52,$0 ,
1,32074,1005175,9381,$2.,$69.01,$0 ,
1,32094,1005177,9381,$2.,$69.26,$0 ,
1,32134,1005184,9381,$2.,$68.07,$0 ,
1,32230,1005194,9381,$2.,$67.92,$0 ,
1,32356,1005215,9381,$2.,$68.11,$0 ,
1,32402,1005224,9381,$2.,$67.61,$0 ,
1,32498,1005235,9381,$2.,$67.71,$0 ,
1,32589,1005247,9381,$2.,$68.21,$0 ,
1,32603,1005249,9381,$2.,$67.44,$0 ,
1,32641,1005256,9381,$2.,$68.04,$0 ,
1,32673,1005261,9381,$2.,$67.21,$0 ,
1,32679,1005262,9381,$2.,$68.29,$0 ,
1,32878,1005296,9381,$2.,$68.07,$0 ,
1,32929,1005303,9381,$2.,$68.35,$0 ,
1,33046,1005327,9381,$2.,$67.9,$0 ,
1,33116,1005337,9381,$2.,$69.05,$0 ,
1,33423,1005385,9381,$2.,$68.24,$0 ,
1,33516,1005399,9381,$2.,$69.03,$0 ,
1,33669,1005424,9381,$2.,$67.98,$0 ,
1,33856,1005459,9381,$2.,$68.97,$0 ,
1,34001,1005482,9381,$2.,$68.64,$0 ,
1,34035,1005488,9381,$2.,$67.52,$0 ,
1,34072,1005494,9381,$2.,$68.42,$0 ,
1,34116,1005502,9381,$2.,$68.53,$0 ,
1,34219,1005520,9381,$2.,$69.46,$0 ,
1,34264,1005527,9381,$2.,$69.09,$0 ,
1,34345,1005539,9381,$2.,$67.71,$0 ,
1,34423,1005549,9381,$2.,$68.27,$0 ,
1,34513,1005570,9381,$2.,$69.61,$0 ,
1,34540,1005574,9381,$2.,$68.25,$0 ,
1,34560,1005577,9381,$2.,$68.93,$0 ,
1,34879,1005633,9381,$2.,$68.05,$0 ,
1,35170,1005685,9381,$2.,$67.45,$0 ,
1,35263,1005700,9381,$2.,$68.13,$0 ,
1,35310,1005709,9381,$2.,$67.37,$0 ,
1,35376,1005722,9381,$2.,$67.66,$0 ,
1,35394,1005725,9381,$2.,$67.14,$0 ,
1,35473,1005736,9381,$2.,$67.68,$0 ,
1,35581,1005756,9381,$2.,$68.25,$0 ,
1,35612,1005759,9381,$2.,$67.29,$0 ,
1,35652,1005766,9381,$2.,$67.74,$0 ,
1,35695,1005771,9381,$2.,$67.56,$0 ,
1,35730,1005775,9381,$2.,$67.8,$0 ,
1,35755,1005779,9381,$2.,$67.21,$0 ,
1,35779,1005784,9381,$2.,$69.27,$0 ,
1,35958,1005813,9381,$2.,$68.53,$0 ,
1,36046,1005834,9381,$2.,$68.84,$0 ,
1,36155,1005851,9381,$2.,$68.52,$0 ,
1,36193,1005857,9381,$2.,$68.18,$0 ,
1,36315,1005874,9381,$2.,$68.06,$0 ,
1,36370,1005883,9381,$2.,$67.36,$0 ,
1,36602,1005922,9381,$2.,$68.69,$0 ,
1,36611,1005923,9381,$2.,$67.2,$0 ,
1,36640,1005930,9381,$2.,$69.07,$0 ,
1,36648,1005931,9381,$2.,$68.53,$0 ,
1,36854,1005967,9381,$2.,$69.48,$0 ,
1,36884,1005972,9381,$2.,$69.13,$0 ,
1,36896,1005974,9381,$2.,$68.,$0 ,
1,37247,1006028,9381,$2.,$69.05,$0 ,
1,37282,1006032,9381,$2.,$69.06,$0 ,
1,37309,1006038,9381,$2.,$67.47,$0 ,
1,37333,1006041,9381,$2.,$68.77,$0 ,
1,37415,1006053,9381,$2.,$67.28,$0 ,
1,37752,1006111,9381,$2.,$68.9,$0 ,
1,37793,1006115,9381,$2.,$69.24,$0 ,
1,37924,1006142,9381,$2.,$67.88,$0 ,
1,37944,1006146,9381,$2.,$69.45,$0 ,
1,38055,1006161,9381,$2.,$67.35,$0 ,
1,38410,1006221,9381,$2.,$67.57,$0 ,
1,38490,1006233,9381,$2.,$67.88,$0 ,
1,38697,1006263,9381,$2.,$68.96,$0 ,
1,38999,1006305,9381,$2.,$69.51,$0 ,
1,39063,1006317,9381,$2.,$68.65,$0 ,
1,39398,1006364,9381,$2.,$68.96,$0 ,
1,39463,1006371,9381,$2.,$69.57,$0 ,
1,39543,1006385,9381,$2.,$68.87,$0 ,
1,39853,1006435,9381,$2.,$67.42,$0 ,
1,39949,1006452,9381,$2.,$68.6,$0 ,
1,40011,1006460,9381,$2.,$67.17,$0 ,
1,40162,1006484,9381,$2.,$67.53,$0 ,
1,40272,1006505,9381,$2.,$68.45,$0 ,
1,41027,1006632,9381,$2.,$67.28,$0 ,
1,41028,1006633,9381,$2.,$68.65,$0 ,
1,41038,1006634,9381,$2.,$69.35,$0 ,
1,41451,1006704,9381,$2.,$67.82,$0 ,
1,41503,1006713,9381,$2.,$67.47,$0 ,
1,41757,1006750,9381,$2.,$67.76,$0 ,
1,41818,1006759,9381,$2.,$68.28,$0 ,
1,41940,1006780,9381,$2.,$67.55,$0 ,
1,42012,1006793,9381,$2.,$68.39,$0 ,
1,42042,1006796,9381,$2.,$68.3,$0 ,
1,42293,1006835,9381,$2.,$67.96,$0 ,
1,42302,1006836,9381,$2.,$68.57,$0 ,
1,42396,1006852,9381,$2.,$69.04,$0 ,
1,42877,1006930,9381,$2.,$69.25,$0 ,
1,43048,1006951,9381,$2.,$68.37,$0 ,
1,43259,1006985,9381,$2.,$68.84,$0 ,
1,43539,1007030,9381,$2.,$68.76,$0 ,
1,43592,1007042,9381,$2.,$68.63,$0 ,
1,43639,1007048,9381,$2.,$69.24,$0 ,
1,43704,1007059,9381,$2.,$67.45,$0 ,
1,43715,1007061,9381,$2.,$68.73,$0 ,
1,43756,1007070,9381,$2.,$68.77,$0 ,
1,44051,1007119,9381,$2.,$69.25,$0 ,
1,44168,1007134,9381,$2.,$69.24,$0 ,
1,44180,1007137,9381,$2.,$67.4,$0 ,
1,44230,1007148,9381,$2.,$68.11,$0 ,
1,44503,1007191,9381,$2.,$67.37,$0 ,
1,44689,1007221,9381,$2.,$68.89,$0 ,
1,44795,1007239,9381,$2.,$67.7,$0 ,
1,45036,1007276,9381,$2.,$69.34,$0 ,
1,45336,1007322,9381,$2.,$68.98,$0 ,
1,45340,1007323,9381,$2.,$69.12,$0 ,
1,45846,1007403,9381,$2.,$68.52,$0 ,
1,46439,1007505,9381,$2.,$68.43,$0 ,
1,46453,1007508,9381,$2.,$67.32,$0 ,
1,46751,1007557,9381,$2.,$69.08,$0 ,
1,46791,1007565,9381,$2.,$67.46,$0 ,
1,46978,1007591,9381,$2.,$67.73,$0 ,
1,47048,1007604,9381,$2.,$67.43,$0 ,
1,47082,1007610,9381,$2.,$69.55,$0 ,
1,47446,1007674,9381,$2.,$67.41,$0 ,
1,47603,1007701,9381,$2.,$68.87,$0 ,
1,47642,1007710,9381,$2.,$69.13,$0 ,
1,47719,1007722,9381,$2.,$67.69,$0 ,
1,47918,1007758,9381,$2.,$67.76,$0 ,
1,48172,1007796,9381,$2.,$67.6,$0 ,
1,48193,1007799,9381,$2.,$67.11,$0 ,
1,48385,1007826,9381,$2.,$68.73,$0 ,
1,48477,1007845,9381,$2.,$68.79,$0 ,
1,48552,1007860,9381,$2.,$68.35,$0 ,
1,48588,1007866,9381,$2.,$67.39,$0 ,
1,48620,1007871,9381,$2.,$68.69,$0 ,
1,49109,1007951,9381,$2.,$69.17,$0 ,
1,49167,1007963,9381,$2.,$68.85,$0 ,
1,49364,1008000,9381,$2.,$68.85,$0 ,
1,49838,1008069,9381,$2.,$69.12,$0 ,
1,49911,1008082,9381,$2.,$68.03,$0 ,
1,50087,1008109,9381,$2.,$68.01,$0 ,
1,50358,1008154,9381,$2.,$67.36,$0 ,
1,50701,1008205,9381,$2.,$68.55,$0 ,
1,50733,1008209,9381,$2.,$67.39,$0 ,
1,50783,1008216,9381,$2.,$69.11,$0 ,
1,51143,1008279,9381,$2.,$69.32,$0 ,
1,51366,1008314,9381,$2.,$68.67,$0 ,
1,51384,1008317,9381,$2.,$69.21,$0 ,
1,51488,1008334,9381,$2.,$68.2,$0 ,
1,51636,1008357,9381,$2.,$67.42,$0 ,
1,52005,1008420,9381,$2.,$69.23,$0 ,
1,52035,1008424,9381,$2.,$69.11,$0 ,
1,52095,1008433,9381,$2.,$68.24,$0 ,
1,52157,1008440,9381,$2.,$67.42,$0 ,
1,52214,1008450,9381,$2.,$67.48,$0 ,
1,52368,1008477,9381,$2.,$68.41,$0 ,
1,52394,1008481,9381,$2.,$67.9,$0 ,
1,52410,1008482,9381,$2.,$68.27,$0 ,
1,52472,1008487,9381,$2.,$69.48,$0 ,
1,52497,1008492,9381,$2.,$68.89,$0 ,
1,52897,1008570,9381,$2.,$67.54,$0 ,
1,53158,1008617,9381,$2.,$68.07,$0 ,
1,53469,1008667,9381,$2.,$67.19,$0 ,
1,53480,1008668,9381,$2.,$67.46,$0 ,
1,53505,1008672,9381,$2.,$67.47,$0 ,
1,53509,1008673,9381,$2.,$69.27,$0 ,
1,53547,1008680,9381,$2.,$69.29,$0 ,
1,53734,1008707,9381,$2.,$68.74,$0 ,
1,53772,1008713,9381,$2.,$68.25,$0 ,
1,53909,1008733,9381,$2.,$67.46,$0 ,
1,53959,1008742,9381,$2.,$67.56,$0 ,
1,54009,1008748,9381,$2.,$67.4,$0 ,
1,54076,1008757,9381,$2.,$67.35,$0 ,
1,54337,1008800,9381,$2.,$69.15,$0 ,
1,54504,1008828,9381,$2.,$67.72,$0 ,
1,54529,1008830,9381,$2.,$67.57,$0 ,
1,54575,1008836,9381,$2.,$69.22,$0 ,
1,54591,1008838,9381,$2.,$69.08,$0 ,
1,54629,1008844,9381,$2.,$69.37,$0 ,
1,54706,1008855,9381,$2.,$69.11,$0 ,
1,55286,1008946,9381,$2.,$68.11,$0 ,
1,55425,1008966,9381,$2.,$68.68,$0 ,
1,55474,1008971,9381,$2.,$69.6,$0 ,
1,55562,1008991,9381,$2.,$68.2,$0 ,
1,55596,1008997,9381,$2.,$68.12,$0 ,
1,55609,1008998,9381,$2.,$68.96,$0 ,
1,55618,1009000,9381,$2.,$69.2,$0 ,
1,55628,1009002,9381,$2.,$68.54,$0 ,
1,55836,1009029,9381,$2.,$68.51,$0 ,
1,55862,1009032,9381,$2.,$68.01,$0 ,
1,56315,1009111,9381,$2.,$67.46,$0 ,
1,56357,1009118,9381,$2.,$68.63,$0 ,
1,56541,1009151,9381,$2.,$68.71,$0 ,
1,56655,1009171,9381,$2.,$67.93,$0 ,
1,56685,1009176,9381,$2.,$68.61,$0 ,
1,56868,1009201,9381,$2.,$69.51,$0 ,
1,56881,1009202,9381,$2.,$68.65,$0 ,
1,57122,1009239,9381,$2.,$69.1,$0 ,
1,57153,1009242,9381,$2.,$69.03,$0 ,
1,57231,1009257,9381,$2.,$67.62,$0 ,
1,57402,1009284,9381,$2.,$67.53,$0 ,
1,57469,1009293,9381,$2.,$67.66,$0 ,
1,57584,1009310,9381,$2.,$68.2,$0 ,
1,57646,1009317,9381,$2.,$67.47,$0 ,
1,57863,1009353,9381,$2.,$67.48,$0 ,
1,57878,1009354,9381,$2.,$68.05,$0 ,
1,57998,1009371,9381,$2.,$68.01,$0 ,
1,58012,1009373,9381,$2.,$67.85,$0 ,
1,58016,1009374,9381,$2.,$67.31,$0 ,
1,58038,1009378,9381,$2.,$68.42,$0 ,
1,58047,1009379,9381,$2.,$69.11,$0 ,
1,58129,1009392,9381,$2.,$67.11,$0 ,
1,58148,1009393,9381,$2.,$69.06,$0 ,
1,58199,1009405,9381,$2.,$68.2,$0 ,
1,58205,1009406,9381,$2.,$69.54,$0 ,
1,58411,1009439,9381,$2.,$69.54,$0 ,
1,58434,1009441,9381,$2.,$68.4,$0 ,
1,58445,1009443,9381,$2.,$68.93,$0 ,
1,58466,1009445,9381,$2.,$68.74,$0 ,
1,58517,1009456,9381,$2.,$67.43,$0 ,
1,58527,1009458,9381,$2.,$67.28,$0 ,
1,58769,1009494,9381,$2.,$67.33,$0 ,
1,58902,1009518,9381,$2.,$69.01,$0 ,
1,58919,1009519,9381,2,$68.45 ,$0 ,
1,59147,1009559,9381,2,$68.65 ,$0 ,
1,59513,1009616,9381,2,$67.71 ,$0 ,
1,59680,1009642,9381,2,$68.09 ,$0 ,
1,59852,1009671,9381,2,$67.29 ,$0 ,
1,60066,1009702,9381,2,$68.72 ,$0 ,
1,60136,1009713,9381,2,$67.58 ,$0 ,
1,60195,1009720,9381,2,$67.96 ,$0 ,
1,60413,1009755,9381,2,$68.98 ,$0 ,
1,60590,1009790,9381,2,$67.74 ,$0 ,
1,60766,1009816,9381,2,$68.63 ,$0 ,
1,60929,1009842,9381,2,$68.31 ,$0 ,
1,61010,1009851,9381,2,$68.86 ,$0 ,
1,61366,1009905,9381,2,$68.12 ,$0 ,
1,61399,1009911,9381,2,$68.32 ,$0 ,
1,61445,1009917,9381,2,$68.04 ,$0 ,
1,61510,1009928,9381,2,$68.50 ,$0 ,
1,61558,1009936,9381,2,$68.11 ,$0 ,
1,61851,1009988,9381,2,$68.41 ,$0 ,
1,61892,1009993,9381,2,$69.23 ,$0 ,
1,62302,1010050,9381,2,$68.67 ,$0 ,
1,62310,1010051,9381,2,$69.58 ,$0 ,
1,62402,1010065,9381,2,$68.99 ,$0 ,
1,62576,1010098,9381,2,$68.30 ,$0 ,
1,62743,1010130,9381,2,$68.63 ,$0 ,
1,63166,1010200,9381,2,$67.29 ,$0 ,
1,63251,1010220,9381,2,$68.76 ,$0 ,
1,63531,1010260,9381,2,$68.44 ,$0 ,
1,63828,1010305,9381,2,$69.07 ,$0 ,
1,63924,1010320,9381,2,$68.79 ,$0 ,
1,64365,1010392,9381,2,$67.96 ,$0 ,
1,64463,1010408,9381,2,$67.35 ,$0 ,
1,64617,1010437,9381,2,$69.56 ,$0 ,
1,64791,1010465,9381,2,$67.38 ,$0 ,
1,65462,1010574,9381,2,$68.22 ,$0 ,
1,65614,1010593,9381,2,$69.46 ,$0 ,
1,65731,1010613,9381,2,$68.35 ,$0 ,
1,65866,1010639,9381,2,$68.71 ,$0 ,
1,65976,1010652,9381,2,$69.01 ,$0 ,
1,65986,1010653,9381,2,$69.61 ,$0 ,
1,66028,1010659,9381,2,$68.07 ,$0 ,
1,66084,1010669,9381,2,$69 ,$0 ,
1,66340,1010717,9381,2,$68.30 ,$0 ,
1,66530,1010744,9381,2,$67.78 ,$0 ,
1,66615,1010757,9381,2,$69.22 ,$0 ,
1,66632,1010759,9381,2,$68.37 ,$0 ,
1,67036,1010822,9381,2,$68.47 ,$0 ,
1,67073,1010827,9381,2,$68.40 ,$0 ,
1,67433,1010883,9381,2,$68.24 ,$0 ,
1,67512,1010893,9381,2,$69.11 ,$0 ,
1,67558,1010902,9381,2,$67.16 ,$0 ,
1,67747,1010927,9381,2,$68.81 ,$0 ,
1,68053,1010979,9381,2,$68.41 ,$0 ,
1,68334,1011025,9381,2,$69.58 ,$0 ,
1,68360,1011030,9381,2,$69.37 ,$0 ,
1,68648,1011074,9381,2,$67.20 ,$0 ,
1,68772,1011094,9381,2,$67.41 ,$0 ,
1,68810,1011100,9381,2,$68.03 ,$0 ,
1,68981,1011134,9381,2,$67.86 ,$0 ,
1,69075,1011149,9381,2,$68.71 ,$0 ,
1,69095,1011150,9381,2,$68.59 ,$0 ,
1,69248,1011174,9381,2,$67.43 ,$0 ,
1,69592,1011226,9381,2,$67.18 ,$0 ,
1,69638,1011235,9381,2,$67.54 ,$0 ,
1,69841,1011267,9381,2,$67.48 ,$0 ,
1,69863,1011271,9381,2,$67.40 ,$0 ,
1,69867,1011272,9381,2,$69.57 ,$0 ,
1,70018,1011297,9381,2,$68.38 ,$0 ,
1,70148,1011316,9381,2,$68.11 ,$0 ,
1,70431,1011359,9381,2,$69.59 ,$0 ,
1,70443,1011361,9381,2,$69.60 ,$0 ,
